paper name,abstract,keywords,link,year
Supervised clustering of variables,"In predictive modelling, highly correlated predictors lead to unstable models that are often difficult to interpret. The selection of features, or the use of latent components that reduce the complexity among correlated observed variables, are common strategies. Our objective with the new procedure that we advocate here is to achieve both purposes: to highlight the group structure among the variables and to identify the most relevant groups of variables for prediction. The proposed procedure is an iterative adaptation of a method developed for the clustering of variables around latent variables (CLV). Modification of the standard CLV algorithm leads to a supervised procedure, in the sense that the variable to be predicted plays an active role in the clustering. The latent variables associated with the groups of variables, selected for their “proximity” to the variable to be predicted and their “internal homogeneity”, are progressively added in a predictive model. The features of the methodology are illustrated based on a simulation study and a real-world application.","Prediction, Clustering of variables around latent variables (CLV), Forward regression model, Sparse PLS regression",https://link.springer.com//article/10.1007/s11634-014-0191-5,1163
The \(k\)-means algorithm for 3D shapes with an application to apparel design,"Clustering of objects according to shapes is of key importance in many scientific fields. In this paper we focus on the case where the shape of an object is represented by a configuration matrix of landmarks. It is well known that this shape space has a finite-dimensional Riemannian manifold structure (non-Euclidean) which makes it difficult to work with. Papers about clustering on this space are scarce in the literature. The basic foundation of the \(k\)-means algorithm is the fact that the sample mean is the value that minimizes the Euclidean distance from each point to the centroid of the cluster to which it belongs, so, our idea is integrating the Procrustes type distances and Procrustes mean into the \(k\)-means algorithm to adapt it to the shape analysis context. As far as we know, there have been just two attempts in that way. In this paper we propose to adapt the classical \(k\)-means Lloyd algorithm to the context of Shape Analysis, focusing on the three dimensional case. We present a study comparing its performance with the Hartigan-Wong \(k\)-means algorithm, one that was previously adapted to the field of Statistical Shape Analysis. We demonstrate the better performance of the Lloyd version and, finally, we propose to add a trimmed procedure. We apply both to a 3D database obtained from an anthropometric survey of the Spanish female population conducted in this country in 2006. The algorithms presented in this paper are available in the Anthropometry R package, whose most current version is always available from the Comprehensive R Archive Network.","Shape space, Statistical shape analysis, \(k\)-means algorithm,  Procrustes type distances, Procrustes mean shape, Sizing systems",https://link.springer.com//article/10.1007/s11634-014-0187-1,1163
Maximum likelihood estimation of Gaussian mixture models without matrix operations,"The Gaussian mixture model (GMM) is a popular tool for multivariate analysis, in particular, cluster analysis. The expectation–maximization (EM) algorithm is generally used to perform maximum likelihood (ML) estimation for GMMs due to the M-step existing in closed form and its desirable numerical properties, such as monotonicity. However, the EM algorithm has been criticized as being slow to converge and thus computationally expensive in some situations. In this article, we introduce the linear regression characterization (LRC) of the GMM. We show that the parameters of an LRC of the GMM can be mapped back to the natural parameters, and that a minorization–maximization (MM) algorithm can be constructed, which retains the desirable numerical properties of the EM algorithm, without the use of matrix operations. We prove that the ML estimators of the LRC parameters are consistent and asymptotically normal, like their natural counterparts. Furthermore, we show that the LRC allows for simple handling of singularities in the ML estimation of GMMs. Using numerical simulations in the R programming environment, we then demonstrate that the MM algorithm can be faster than the EM algorithm in various large data situations, where sample sizes range in the tens to hundreds of thousands and for estimating models with up to 16 mixture components on multivariate data with up to 16 variables.","Gaussian mixture model, Minorization–maximization algorithm, matrix operation-free, Linear Regression",https://link.springer.com//article/10.1007/s11634-015-0209-7,1163
Probabilistic assessment of model-based clustering,"Finite mixtures provide a powerful tool for modeling heterogeneous data. Model-based clustering is a broadly used grouping technique that assumes the existence of the one-to-one correspondence between clusters and mixture model components. Although there are many directions of active research in the model-based clustering framework, very little attention has been paid to studying the specific nature of detected clustering solutions. In this paper, we develop an approach for assessing the variability in classifications carried out by the Bayes decision rule. The proposed technique allows assessing significance of each assignment made. We also apply the developed instrument for identifying influential observations that have impact on the structure of the detected partitioning. The proposed diagnostic methodology is studied and illustrated on synthetic data and applied to the analysis of three well-known classification datasets.","Model-based clustering classification, Influential observations, Diagnostics, Gaussian mixture models",https://link.springer.com//article/10.1007/s11634-015-0215-9,1163
Robust model-based clustering via mixtures of skew-t distributions with missing information,"Multivariate mixture modeling approach using the skew-t distribution has emerged as a powerful and flexible tool for robust model-based clustering. The occurrence of missing data is a ubiquitous problem in almost every scientific field. In this paper, we offer a computationally flexible EM-type procedure for learning multivariate skew-t mixture models to deal with missing data under missing at random mechanisms. Further, we present an information-based approach to approximating the asymptotic covariance matrix of the maximum likelihood estimators using the outer product of the scores. To assist the development and ease the implementation of our algorithm, two auxiliary permutation matrices are utilized for fast determination of the observed and missing parts of each observation. The practical usefulness of the proposed methodology is illustrated through simulations with varying proportions of artificial missing values and a real data example with genuine missing values.","Classifier, ECM algorithm, Imputation, Missing at random, MST distribution",https://link.springer.com//article/10.1007/s11634-015-0221-y,1163
Improved initialisation of model-based clustering using Gaussian hierarchical partitions,"Initialisation of the EM algorithm in model-based clustering is often crucial. Various starting points in the parameter space often lead to different local maxima of the likelihood function and, so to different clustering partitions. Among the several approaches available in the literature, model-based agglomerative hierarchical clustering is used to provide initial partitions in the popular mclustR package. This choice is computationally convenient and often yields good clustering partitions. However, in certain circumstances, poor initial partitions may cause the EM algorithm to converge to a local maximum of the likelihood function. We propose several simple and fast refinements based on data transformations and illustrate them through data examples.","Model-based clustering, Model-based agglomerative hierarchical clustering, mclust, Data transformation",https://link.springer.com//article/10.1007/s11634-015-0220-z,1163
Simulating mixtures of multivariate data with fixed cluster overlap in FSDA library,"We extend the capabilities of MixSim, a framework which is useful for evaluating the performance of clustering algorithms, on the basis of measures of agreement between data partitioning and flexible generation methods for data, outliers and noise. The peculiarity of the method is that data are simulated from normal mixture distributions on the basis of pre-specified synthesis statistics on an overlap measure, defined as a sum of pairwise misclassification probabilities. We provide new tools which enable us to control additional overlapping statistics and departures from homogeneity and sphericity among groups, together with new outlier contamination schemes. The output of this extension is a more flexible framework for generation of data to better address modern robust clustering scenarios in presence of possible contamination. We also study the properties and the implications that this new way of simulating clustering data entails in terms of coverage of space, goodness of fit to theoretical distributions, and degree of convergence to nominal values. We demonstrate the new features using our MATLAB implementation that we have integrated in the Flexible Statistics for Data Analysis (FSDA) toolbox for MATLAB. With MixSim, FSDA now integrates in the same environment state of the art robust clustering algorithms and principled routines for their evaluation and calibration. A spin off of our work is a general complex routine, translated from C language to MATLAB, to compute the distribution function of a linear combinations of non central \(\chi ^2\) random variables which is at the core of MixSim and has its own interest for many test statistics.","MixSim, FSDA, Synthetic data, Mixture models , Robust clustering",https://link.springer.com//article/10.1007/s11634-015-0223-9,1163
Latent drop-out based transitions in linear quantile hidden Markov models for longitudinal responses with attrition,"Longitudinal data are characterized by the dependence between observations from the same individual. In a regression perspective, such a dependence can be usefully ascribed to unobserved features (covariates) specific to each individual. On these grounds, random parameter models with time-constant or time-varying structure are now well established in the generalized linear model context. In the quantile regression framework, specifications based on random parameters have only recently known a flowering interest. We start from the recent proposal by Farcomeni (Stat Comput 22:141–152, 2012) on longitudinal quantile hidden Markov models, and extend it to handle potentially informative missing data mechanisms. In particular, we focus on monotone missingness which may lead to selection bias and, therefore, to unreliable inferences on model parameters. We detail the proposed approach by re-analyzing a well known dataset on the dynamics of CD4 cell counts in HIV seroconverters and by means of a simulation study reported in the supplementary material.","Quantile regression, Longitudinal data, Hidden Markov models, Latent drop-out classes",https://link.springer.com//article/10.1007/s11634-015-0222-x,1163
A new biplot procedure with joint classification of objects and variables by fuzzy c-means clustering,"Biplot is a technique for obtaining a low-dimensional configuration of the data matrix in which both the objects and the variables of the data matrix are jointly represented as points and vectors, respectively. However, biplots with a large number of objects and variables remain difficult to interpret. Therefore, in this research, we propose a new biplot procedure that allows us to interpret a large data matrix. In particular, the objects and variables are classified into a small number of clusters by using fuzzy \(c\)-means clustering and the resulting clusters are simultaneously biplotted in lower-dimensional space. This procedure allows us to understand the configurations easily and to grasp the fuzzy memberships of the objects and variables to the clusters. A simulation study and real data example are also provided to demonstrate the effectiveness of the proposed procedure.","Biplot, Fuzzy \(c\)-means clustering, Principal component analysis, Singular value decomposition, Alternating least squares",https://link.springer.com//article/10.1007/s11634-014-0184-4,1163
Probabilistic auto-associative models and semi-linear PCA,"Auto-associative models cover a large class of methods used in data analysis, including for example principal component analysis (PCA) and auto-associative neural networks. In this paper, we describe the general properties of these models when the projection component is linear and we propose and test an easy-to-implement probabilistic semi-linear auto-associative model in a Gaussian setting. We show that it is a generalization of the PCA model to the semi-linear case. Numerical experiments on simulated datasets and a real astronomical application highlight the interest of this approach.","Auto-associative models, Non-linear PCA, Dimension reduction, Probabilistic non-linear PCA",https://link.springer.com//article/10.1007/s11634-014-0185-3,1163
Classifying real-world data with the \({ DD}\alpha \)-procedure,"The \({ DD}\alpha \)-classifier, a nonparametric fast and very robust procedure, is described and applied to fifty classification problems regarding a broad spectrum of real-world data. The procedure first transforms the data from their original property space into a depth space, which is a low-dimensional unit cube, and then separates them by a projective invariant procedure, called \(\alpha \)-procedure. To each data point the transformation assigns its depth values with respect to the given classes. Several alternative depth notions (spatial depth, Mahalanobis depth, projection depth, and Tukey depth, the latter two being approximated by univariate projections) are used in the procedure, and compared regarding their average error rates. With the Tukey depth, which fits the distributions’ shape best and is most robust, ‘outsiders’, that is data points having zero depth in all classes, appear. They need an additional treatment for classification. Evidence is also given about the dimension of the extended feature space needed for linear separation. The \({ DD}\alpha \)-procedure is available as an R-package.","Classification, Supervised learning, Alpha-procedure, Data depth, Spatial depth, Projection depth, Random Tukey depth, Outsiders, Features",https://link.springer.com//article/10.1007/s11634-014-0180-8,1163
Financial clustering in presence of dominant markets,"Clustering financial time series is a recent topic of statistical literature with important fields of applications, in particular portfolio composition and risk evaluation. The risk is generally linked to the volatility of the asset, but its level of predictability also plays a basic role in investment decisions. In particular, the classification of a certain asset could be linked to its dependence on the volatility of a dominant market: movements in the volatility of the dominant market can provide similar movements in the volatility of the asset and its predictability would depend on the strength of this dependence. Working in a model based framework, we base the classification of the volatility of an asset not only on its volatility level, but also on the presence of spillover effects from a dominant market, such as the US one, and on the similarity of the dynamics of the asset and the dominant market. The method is carried out using an extended version of the Multiplicative Error Model and is applied to a set of European assets, also performing a historical simulation experiment.","MEM, Unconditional volatility, Spillover effect , Common dynamics, AR distance",https://link.springer.com//article/10.1007/s11634-014-0189-z,1163
A diffusion model for churn prediction based on sociometric theory,"Churn prediction has received much attention in the last decade. With the evolution of social networks and social network analysis tools in recent years, the consideration of social ties in churn prediction has proven promising. One possibility is to use energy diffusion models to model the spread of influence through a social network. This paper proposes a novel churn prediction diffusion model based on sociometric clique and social status theory. It describes the concept of energy in the diffusion model as an opinion of users, which is transformed to user influence using the derived social status function. Furthermore, a novel diffusion model prediction scheme applicable to a single user or a small subset of users is described: the Targeted User Subset Churn Prediction Scheme. The scheme allows fast churn prediction using limited computing resources. The diffusion model is evaluated on a real dataset of users obtained from the largest Slovenian mobile service provider, using the F-measure and lift curve. The empirical results show a significant improvement in prediction accuracy of the proposed method compared with the basic spreading activation technique (SPA) diffusion model. More specifically, our approach outperforms a basic SPA diffusion model by 116 % in terms of lift in the fifth percentile.","Diffusion model, Churn prediction, Sociometric clique, Social status, Telecommunications",https://link.springer.com//article/10.1007/s11634-014-0188-0,1163
Correspondence analysis of textual data involving contextual information: CA-GALT on principal components,"Correspondence analysis on an aggregated lexical table is a typical practice in textual analysis in which a contextual categorical variable is used to aggregate documents, depending on the categories to which they belong. This work generalises this approach and considers several quantitative, categorical or mixed contextual variables. The result is a new method that we have called ‘correspondence analysis on a generalised aggregated lexical table’. A favoured application derives from surveys by questionnaire, including both open-ended and closed questions. The free-text answers are encoded into a respondents \(\times \) words frequency table called a lexical table. The closed questions, either quantitative or categorical, form the contextual variables. The primary objective is to establish a typology of the variables and a typology of the words from their mutual relationships as grasped from jointly analysing the textual and contextual tables. Validation tests are offered, particularly in the form of confidence ellipses. The comprehensive and numerous properties of the method, similar to correspondence analysis properties, are detailed. Promising results are obtained as indicated by an application to a marketing survey conducted among 1,000 respondents.","Correspondence analysis, Textual and contextual data , Textual analysis, Lexical table, Confidence ellipses , Contingency table",https://link.springer.com//article/10.1007/s11634-014-0171-9,1163
Basic statistics for distributional symbolic variables: a new metric-based approach,"In data mining it is usual to describe a group of measurements using summary statistics or through empirical distribution functions. Symbolic data analysis (SDA) aims at the treatment of such kinds of data, allowing the description and the analysis of conceptual data or of macrodata summarizing classical data. In the conceptual framework of SDA, the paper aims at presenting new basic statistics for distribution-valued variables, i.e., variables whose realizations are distributions. The proposed measures extend some classical univariate (mean, variance, standard deviation) and bivariate (covariance and correlation) basic statistics to distribution-valued variables, taking into account the nature and the variability of such data. The novel statistics are based on a distance between distributions: the \(\ell _2\) Wasserstein distance. A comparison with other univariate and bivariate statistics presented in the literature points out some relevant properties of the proposed ones. An application on a clinic dataset shows the main differences in terms of interpretation of results.","Wasserstein metric, Symbolic data, Distribution-valued data, Histogram data, Basic statistics",https://link.springer.com//article/10.1007/s11634-014-0176-4,1163
Enhancing the selection of a model-based clustering with external categorical variables,"In cluster analysis, it can be useful to interpret the partition built from the data in the light of external categorical variables which are not directly involved to cluster the data. An approach is proposed in the model-based clustering context to select a number of clusters which both fits the data well and takes advantage of the potential illustrative ability of the external variables. This approach makes use of the integrated joint likelihood of the data and the partitions at hand, namely the model-based partition and the partitions associated to the external variables. It is noteworthy that each mixture model is fitted by the maximum likelihood methodology to the data, excluding the external variables which are used to select a relevant mixture model only. Numerical experiments illustrate the promising behaviour of the derived criterion.","Mixture models, Model-based clustering, Number of clusters, Penalised criteria, Categorical variables, BIC , ICL, Mixed type variables clustering",https://link.springer.com//article/10.1007/s11634-014-0177-3,1163
Mixture model averaging for clustering,"In mixture model-based clustering applications, it is common to fit several models from a family and report clustering results from only the ‘best’ one. In such circumstances, selection of this best model is achieved using a model selection criterion, most often the Bayesian information criterion. Rather than throw away all but the best model, we average multiple models that are in some sense close to the best one, thereby producing a weighted average of clustering results. Two (weighted) averaging approaches are considered: averaging component membership probabilities and averaging models. In both cases, Occam’s window is used to determine closeness to the best model and weights are computed within a Bayesian model averaging paradigm. In some cases, we need to merge components before averaging; we introduce a method for merging mixture components based on the adjusted Rand index. The effectiveness of our model-based clustering averaging approaches is illustrated using a family of Gaussian mixture models on real and simulated data.","Clustering, Mixture models, Model averaging, Model-based clustering",https://link.springer.com//article/10.1007/s11634-014-0182-6,1163
Spline-based nonlinear biplots,"Biplots are helpful tools to establish the relations between samples and variables in a single plot. Most biplots use a projection interpretation of sample points onto linear lines representing variables. These lines can have marker points to make it easy to find the reconstructed value of the sample point on that variable. For classical multivariate techniques such as principal components analysis, such linear biplots are well established. Other visualization techniques for dimension reduction, such as multidimensional scaling, focus on an often nonlinear mapping in a low dimensional space with emphasis on the representation of the samples. In such cases, the linear biplot can be too restrictive to properly describe the relations between the samples and the variables. In this paper, we propose a simple nonlinear biplot that represents the marker points of a variable on a curved line that is governed by splines. Its main attraction is its simplicity of interpretation: the reconstructed value of a sample point on a variable is the value of the closest marker point on the smooth curved line representing the variable. The proposed spline-based biplot can never lead to a worse overall sample fit of the variable as it contains the linear biplot as a special case.","Biplot, Multidimensional scaling, Principal components analysis, Splines",https://link.springer.com//article/10.1007/s11634-014-0179-1,1163
Lasso-constrained regression analysis for interval-valued data,"A new method of regression analysis for interval-valued data is proposed. The relationship between an interval-valued response variable and a set of interval-valued explanatory variables is investigated by considering two regression models, one for the midpoints and the other one for the radii. The estimation problem is approached by introducing Lasso-based constraints on the regression coefficients. This can improve the prediction accuracy of the model and, taking into account the nature of the constraints, can sometimes produce a parsimonious model with a common subset of regression coefficients for the midpoint and the radius models. The effectiveness of our method, called Lasso-IR (Lasso-based Interval-valued Regression), is shown by a simulation experiment and some applications to real data.","Interval-valued data, Regression, Lasso, Prediction accuracy",https://link.springer.com//article/10.1007/s11634-014-0164-8,1163
Trimmed fuzzy clustering for interval-valued data,"In this paper, following a partitioning around medoids approach, a fuzzy clustering model for interval-valued data, i.e., FCMd-ID, is introduced. Successively, for avoiding the disruptive effects of possible outlier interval-valued data in the clustering process, a robust fuzzy clustering model with a trimming rule, called Trimmed Fuzzy \(C\)-medoids for interval-valued data (TrFCMd-ID), is proposed. In order to show the good performances of the robust clustering model, a simulation study and two applications are provided.","Interval-valued data, Partitioning around medoids, Fuzzy clustering, Robust clustering, Trimming, Web advertising",https://link.springer.com//article/10.1007/s11634-014-0169-3,1163
Modeling and forecasting interval time series with threshold models,"This paper proposes threshold models to analyze and forecast interval-valued time series. A relatively simple algorithm is proposed to obtain least square estimates of the threshold and slope parameters. The construction of forecasts based on the proposed model and methods for the analysis of their forecast performance are also introduced and discussed, as well as forecasting procedures based on the combination of different models. To illustrate the usefulness of the proposed methods, an empirical application on a weekly sample of S&P500 index returns is provided. The results obtained are encouraging and compare very favorably to available procedures.","Interval-valued data, Time series, Nonlinearities , Threshold models, Combined forecasts, S&P500 index",https://link.springer.com//article/10.1007/s11634-014-0170-x,1163
Principal component analysis for probabilistic symbolic data: a more generic and accurate algorithm,"In the symbolic data framework, probabilistic symbolic data are considered as those whose components are random variables with general probability distributions. Intervals (or uniform distributions), histograms (or empirical distributions), Gaussian distribution and Chi-squared distribution are all the special cases of them. The existing approaches devoted to the subject have a common shortcoming since they can not obtain the distributions of linear combinations (i.e., principal components) of random variables especially for not identically distributed ones. This paper will overcome the shortcoming by providing an exact probability density function for each principal component by using the inversion theorem. Further, the paper defines a covariance matrix for probabilistic symbolic data and presents a new principal component analysis based on this variance–covariance structure. The effectiveness of the proposed method is illustrated by a simulated numerical experiment, and two real-life cases including clustering of oils and fats data, and evaluation of indexed journals of Science Citation Index.","Principal component analysis, Symbolic data,  Probabilistic symbolic data, Characteristic function",https://link.springer.com//article/10.1007/s11634-014-0178-2,1163
Linear regression for numeric symbolic variables: a least squares approach based on Wasserstein Distance,"In this paper we present a new linear regression technique for distributional symbolic variables, i.e., variables whose realizations can be histograms, empirical distributions or empirical estimates of parametric distributions. Such data are known as numerical modal data  according to the Symbolic Data Analysis definitions. In order to measure the error between the observed and the predicted distributions, the \(\ell _2\) Wasserstein distance is proposed. Some properties of such a metric are exploited to predict the modal response variable as a linear combination of the explanatory modal variables. Based on the metric, the model uses the quantile functions associated with the data and thus is subject to a positivity constraint of the estimated parameters. We propose solving the linear regression problem by starting from a particular decomposition of the squared distance. Therefore, we estimate the model parameters according to two separate models, one for the averages of the data and one for the centered distributions by a constrained least squares algorithm. Measures of goodness-of-fit are also proposed and discussed. The method is validated by two applications, one on simulated data and one on two real-world datasets.","Modal symbolic variables, Probability distribution function,  Histogram data, Regression, Wasserstein distance",https://link.springer.com//article/10.1007/s11634-015-0197-7,1163
Strategies evaluation in environmental conditions by symbolic data analysis: application in medicine and epidemiology to trachoma,"Trachoma, caused by repeated ocular infections with Chlamydia trachomatis whose vector is a fly, is an important cause of blindness in the world. We are presenting here an application of the Symbolic Data Analysis approach to an interventional study on trachoma conducted in Mali. This study was conducted to choose among three antibiotic strategies those with the best cost-effectiveness ratio and to find the demographic and environmental parameters on which we could try to intervene. The Symbolic Data Analysis approach aims at studying classes of individuals considered as new units. These units are described by variables whose values express for each class the variation of the values taken by each of its individuals. Finally, the results obtained are compared to those previously provided by multiple logistic regression analysis. Symbolic Data Analysis actually provides a new perspective on this study and suggests that some demographic, economics and environmental parameters are related to the disease and its evolution during the treatment, whatever the strategy. Moreover, it is shown that the efficiency of each strategy depends on environmental parameters.","Symbolic Data Analysis, Multiple logistic regression , Trachoma",https://link.springer.com//article/10.1007/s11634-015-0201-2,1163
Clustering of financial time series in risky scenarios,"A methodology is presented for clustering financial time series according to the association in the tail of their distribution. The procedure is based on the calculation of suitable pairwise conditional Spearman’s correlation coefficients extracted from the series. The performance of the method has been tested via a simulation study. As an illustration, an analysis of the components of the Italian FTSE–MIB is presented. The results could be applied to construct financial portfolios that can manage to reduce the risk in case of simultaneous large losses in several markets.","Cluster analysis, Copula, Spearman’s correlation, Tail dependence",https://link.springer.com//article/10.1007/s11634-013-0160-4,1163
Feature selection for fault level diagnosis of planetary gearboxes,"Feature selection is critical to maintain high performance of classification-based fault diagnosis with a large feature size. In this paper, we propose a criterion to evaluate features effectiveness by class separability that is defined on cosine similarity in the kernel space of the Gaussian radial basis function. We develop a feature selection algorithm accordingly using the proposed criterion together with sequential backward selection and a feature re-ranking mechanism. We then employ the proposed feature selection algorithm to determine fault-sensitive features and select them for fault level diagnosis of planetary gearboxes. The experimental results demonstrate that the proposed algorithm can effectively reduce the feature size and improve accuracy of fault level diagnosis simultaneously.","Fault diagnosis, Feature selection, Class separability,  Cosine similarity, Planetary gearbox",https://link.springer.com//article/10.1007/s11634-014-0168-4,1163
A comparison of five recursive partitioning methods to find person subgroups involved in meaningful treatment–subgroup interactions,"In case multiple treatment alternatives are available for some medical problem, the detection of treatment–subgroup interactions (i.e., relative treatment effectiveness varying over subgroups of persons) is of key importance for personalized medicine and the development of optimal treatment assignment strategies. Randomized Clinical Trials (RCT) often go without clear a priori hypotheses on the subgroups involved in treatment–subgroup interactions, and with a large number of pre-treatment characteristics in the data. In such situations, relevant subgroups (defined in terms of pre-treatment characteristics) are to be induced during the actual data analysis. This comes down to a problem of cluster analysis, with the goal of this analysis being to find clusters of persons that are involved in meaningful treatment–person cluster interactions. For such a cluster analysis, five recently proposed methods can be used, all being of a recursive partitioning type. However, these five methods have been developed almost independently, and the relations between them are not yet understood. The present paper closes this gap. It starts by outlining the basic principles behind each method, and by illustrating it with an application on an RCT data set on two treatment strategies for substance abuse problems. Next, it presents a comparison of the methods, hereby focusing on major similarities and differences. The discussion concludes with practical advice for end users with regard to the selection of a suitable method, and with an important challenge for future research in this area.","Treatment heterogeneity, Recursive partitioning, Subgroup analysis, Treatment–subgroup interaction",https://link.springer.com//article/10.1007/s11634-013-0159-x,1163
A latent class analysis of the public attitude towards the euro adoption in Poland,"Latent class analysis can be viewed as a special case of model–based clustering for multivariate discrete data. It is assumed that each observation comes from one of a number of classes, groups or subpopulations, with its own probability distribution. The overall population thus follows a finite mixture model. When observed, data take the form of categorical responses—as, for example, in public opinion or consumer behavior surveys it is often of interest to identify and characterize clusters of similar objects. In the context of marketing research, one will typically interpret the latent number of mixture components as clusters or segments. In fact, LC analysis provides a powerful new tool to identify important market segments in target marketing. We used the model based clustering approach for grouping and detecting inhomogeneities of Polish opinions on the euro adoption. We analyzed data collected as part of the Polish General Social Survey using the R software.","Latent class analysis, Mixture model, Categorical data, Euro adoption",https://link.springer.com//article/10.1007/s11634-013-0156-0,1163
Functional data clustering: a survey,"Clustering techniques for functional data are reviewed. Four groups of clustering algorithms for functional data are proposed. The first group consists of methods working directly on the evaluation points of the curves. The second groups is defined by filtering methods which first approximate the curves into a finite basis of functions and second perform clustering using the basis expansion coefficients. The third groups is composed of methods which perform simultaneously dimensionality reduction of the curves and clustering, leading to functional representation of data depending on clusters. The last group consists of distance-based methods using clustering algorithms based on specific distances for functional data. A software review as well as an illustration of the application of these algorithms on real data are presented.","Functional data, Clustering, Basis expansion,  Functional principal component analysis",https://link.springer.com//article/10.1007/s11634-013-0158-y,1163
Spatial functional normal mixed effect approach for curve classification,"This paper proposes a spatial functional formulation of the normal mixed effect model for the statistical classification of spatially dependent Gaussian curves, in both parametric and state space model frameworks. Fixed effect parameters are represented in terms of a functional multiple regression model whose regression operators can change in space. Local spatial homogeneity of these operators is measured in terms of their Hilbert–Schmidt distances, leading to the classification of fixed effect curves in different groups. Assuming that the Gaussian random effect curves obey a spatial autoregressive dynamics of order one [SARH(1) dynamics], a second functional classification criterion is proposed in order to detect local spatially homogeneous patterns in the mean quadratic functional variation of Gaussian random effect curve increments. Finally, the two criteria are combined to detect local spatially homogeneous patterns in the regression operators and in the functional mean quadratic variation, under a state space approach. A real data example in the financial context is analyzed as an illustration.","Empirical functional variogram, Firm financial structure,  Functional multiple regression, Spatial functional mixed effect models,  Spatial Hilbert-valued Gaussian processes",https://link.springer.com//article/10.1007/s11634-014-0174-6,1163
Principal differential analysis of the Aneurisk65 data set,"We explore the use of principal differential analysis as a tool for performing dimensional reduction of functional data sets. In particular, we compare the results provided by principal differential analysis and by functional principal component analysis in the dimensional reduction of three synthetic data sets, and of a real data set concerning 65 three-dimensional cerebral geometries, the AneuRisk65 data set. The analyses show that principal differential analysis can provide an alternative and effective representation of functional data, easily interpretable in terms of exponential, sinusoidal, or damped-sinusoidal functions and providing a different insight to the functional data set under investigation. Moreover, in the analysis of the AneuRisk65 data set, principal differential analysis is able to detect interesting features of the data, such as the rippling effect of the vessel surface, that functional principal component analysis is not able to detect.","Functional data analysis, Dimensional reduction, Principal differential analysis, Functional principal component analysis",https://link.springer.com//article/10.1007/s11634-014-0175-5,1163
Hilbertian spatial periodically correlated first order autoregressive models,"In this article, we consider Hilbertian spatial periodically correlated autoregressive models. Such a spatial model assumes periodicity in its autocorrelation function. Plausibly, it explains spatial functional data resulted from phenomena with periodic structures, as geological, atmospheric, meteorological and oceanographic data. Our studies on these models include model building, existence, time domain moving average representation, least square parameter estimation and prediction based on the autoregressive structured past data. We also fit a model of this type to a real data of invisible infrared satellite images.","Hilbert spaces, Spatial autoregressive random fields ,  Periodically correlated processes, Functional data",https://link.springer.com//article/10.1007/s11634-014-0172-8,1163
Simplicial band depth for multivariate functional data,"We propose notions of simplicial band depth for multivariate functional data that extend the univariate functional band depth. The proposed simplicial band depths provide simple and natural criteria to measure the centrality of a trajectory within a sample of curves. Based on these depths, a sample of multivariate curves can be ordered from the center outward and order statistics can be defined. Properties of the proposed depths, such as invariance and consistency, can be established. A simulation study shows the robustness of this new definition of depth and the advantages of using a multivariate depth versus the marginal depths for detecting outliers. Real data examples from growth curves and signature data are used to illustrate the performance and usefulness of the proposed depths.","Band depth, Functional boxplot, Functional and image data,  Modified band depth, Multivariate, Simplicial",https://link.springer.com//article/10.1007/s11634-014-0166-6,1163
New insights on permutation approach for hypothesis testing on functional data,"The permutation approach for testing the equality of distributions and thereby comparing two populations of functional data has recently received increasing attention thanks to the flexibility of permutation tests to handle complex testing problems. The purpose of this work is to present some new insights in the context of nonparametric inference on functional data using the permutation approach, more specifically we formally show the equivalence of some permutation procedures proposed in the literature and we suggest the use of the permutation and combination-based approach within the basis function approximation layout. Validation of theoretical results is shown by simulation studies.","Data compression, Functional data, Nonparametric combination, Permutation tests, Permutationally equivalent test statistic",https://link.springer.com//article/10.1007/s11634-013-0162-2,1163
A comparison of some criteria for states selection in the latent Markov model for longitudinal data,"We compare different selection criteria to choose the number of latent states of a multivariate latent Markov model for longitudinal data. This model is based on an underlying Markov chain to represent the evolution of a latent characteristic of a group of individuals over time. Then, the response variables observed at different occasions are assumed to be conditionally independent given this chain. Maximum likelihood estimation of the model is carried out through an Expectation–Maximization algorithm based on forward–backward recursions which are well known in the hidden Markov literature for time series. The selection criteria we consider are based on penalized versions of the maximum log-likelihood or on the posterior probabilities of belonging to each latent state, that is, the conditional probability of the latent state given the observed data. Among the latter criteria, we propose an appropriate entropy measure tailored for the latent Markov models. We show the results of a Monte Carlo simulation study aimed at comparing the performance of the above states selection criteria on the basis of a wide set of model specifications.","Akaike information criterion, Bayesian information criterion, Entropy, Mixture model, Multivariate latent Markov model, Normalized entropy criterion",https://link.springer.com//article/10.1007/s11634-013-0154-2,1163
Graphical tools for model-based mixture discriminant analysis,"The paper introduces a methodology for visualizing on a dimension reduced subspace the classification structure and the geometric characteristics induced by an estimated Gaussian mixture model for discriminant analysis. In particular, we consider the case of mixture of mixture models with varying parametrization which allow for parsimonious models. The approach is an extension of an existing work on reducing dimensionality for model-based clustering based on Gaussian mixtures. Information on the dimension reduction subspace is provided by the variation on class locations and, depending on the estimated mixture model, on the variation on class dispersions. Projections along the estimated directions provide summary plots which help to visualize the structure of the classes and their characteristics. A suitable modification of the method allows us to recover the most discriminant directions, i.e., those that show maximal separation among classes. The approach is illustrated using simulated and real data.","Dimension reduction, Model-based discriminant analysis,  Gaussian mixtures, Canonical variates for mixture modeling",https://link.springer.com//article/10.1007/s11634-013-0147-1,1163
